bookID,average_rating,language_code,num_pages,ratings_count,text_reviews_count
19787,4.43,eng,2,0,0
19788,5.0,eng,2,2,0
19792,4.18,ger,536,39,4
19794,3.38,eng,451,7087,1119
19795,4.2,eng,341,7167,376
19797,3.88,eng,448,15804,96
19801,4.18,eng,401,4936,174
19802,3.85,eng,322,9807,745
19803,4.48,eng,756,240,27
19808,4.42,eng,992,335,38
19809,4.42,eng,992,9659,467
19818,3.74,eng,304,348,13
19819,3.94,eng,308,1602,86
19820,4.07,eng,406,543,35
19822,3.76,eng,278,1715,141
19823,3.98,eng,315,3140,265
19844,4.11,eng,208,1710,114
19847,4.22,eng,256,8,1
19858,3.67,eng,384,1023,9
19859,3.98,eng,345,164,6
19885,3.36,eng,139,28,0
19888,3.71,eng,152,31,1
19894,4.19,eng,240,2781,178
19897,3.95,eng,192,380,18
19898,4.17,eng,294,1595,120
19903,3.77,spa,624,27,2
19908,4.2,eng,294,2801,45
19909,3.88,eng,296,4637,125
19910,4.17,eng,294,3798,56
19911,3.91,eng,336,1354,60
19912,4.22,eng,293,3190,56
19913,4.14,eng,336,2882,56
19914,3.97,eng,320,2552,94
19916,3.9,eng,330,3681,92
19949,3.37,eng,185,191,16
19961,3.98,eng,192,242,24
19981,3.65,eng,320,72,2
19983,3.65,eng,437,618,69
19997,3.37,eng,100,116,12
19998,3.41,eng,416,206,28
20001,3.77,eng,291,229,20
20002,3.65,eng,510,1869,128
20019,3.98,eng,280,12,1
20021,4.32,eng,474,305,8
20022,4.25,eng,428,318,7
20023,4.27,eng,480,195,8
20024,4.27,eng,413,330,11
20025,4.18,eng,403,460,20
20026,4.28,eng,512,261,6
20051,3.42,eng,352,12,1
20059,3.87,eng,191,1768,266
20071,3.41,eng,192,1169,83
20074,3.77,eng,320,1818,60
20075,3.98,eng,366,7923,171
20076,3.88,eng,237,1088,37
20086,3.73,eng,131,2319,63
20097,3.51,eng,0,42,12
20117,4.38,eng,144,8,3
20118,3.62,eng,64,13,1
20126,4.33,eng,88,3,0
20127,3.2,eng,64,5,1
20157,2.0,eng,972,3,0
20164,3.55,eng,340,11,3
20174,3.78,eng,131,9,2
20179,4.26,eng,303,175,18
20181,4.1,eng,234,4480,439
20182,3.96,eng,319,327,20
20183,4.0,eng,345,368,36
20219,4.3,eng,673,291,10
20233,4.02,eng,384,2519,225
20234,3.99,eng,323,5029,438
20235,4.15,eng,416,2997,265
20236,3.83,eng,416,1492,175
20237,4.15,eng,356,4081,316
20238,4.04,eng,384,2815,258
20239,3.99,eng,421,3194,326
20240,4.01,eng,310,3896,324
20241,3.44,eng,63,264,22
20249,3.65,eng,524,10798,274
20250,3.74,eng,624,59,2
20252,3.68,eng,667,12257,167
20253,3.67,eng,733,13161,206
20254,4.22,eng,256,273,10
20258,3.38,eng,246,42,5
20264,3.74,eng,272,4,2
20287,3.69,eng,312,41,3
20315,3.88,eng,233,49,5
20316,3.98,eng,197,31,2
20323,4.5,eng,907,1,0
20327,3.77,eng,501,2,0
20343,3.71,eng,448,825,98
20351,4.08,eng,498,908,56
20355,3.9,eng,144,564,49
20367,2.8,eng,144,10,1
20381,3.57,eng,114,65,7
20394,4.23,ger,95,9,0
20398,4.23,fre,172,1,0
20408,4.13,eng,818,439,12
20410,4.21,eng,720,52,12
20413,4.3,eng,67,22227,431
20417,3.9,eng,276,23541,661
20420,3.98,eng,143,226,19
20422,3.66,fre,192,485,38
20423,3.57,eng,146,289,9
20424,3.98,eng,32,384,47
20425,4.33,eng,62,35,5
20429,4.18,eng,32,76,11
20468,3.93,eng,2,17,4
20498,4.0,eng,256,56,5
20501,4.16,eng,195,5961,65
20502,4.4,eng,265,1384,32
20505,4.37,eng,203,997,14
20509,3.93,eng,260,8,0
20517,3.94,eng,492,31,2
20518,3.11,eng,368,27,6
20519,3.45,eng,176,464,58
20525,4.25,eng,622,353,42
20531,3.75,eng,56,3,0
20547,4.15,eng,96,461,33
20549,4.36,eng,898,1180,21
20552,4.22,eng,515,172,12
20562,4.05,eng,416,176,25
20564,3.79,eng,579,41816,1337
20567,3.78,eng,310,2369,62
20645,4.02,eng,240,1950,155
20646,4.25,eng,160,182,19
20657,4.16,eng,85,1683,87
20660,3.9,eng,224,29,1
20661,4.12,eng,256,57,5
20668,4.11,eng,288,1106,85
20671,4.17,eng,209,1024,102
20679,4.0,eng,324,9,0
20687,4.2,eng,40,3177,205
20692,4.22,eng,32,5218,294
20694,4.28,eng,32,6697,348
20738,3.81,eng,344,82,2
20741,4.05,eng,288,308,9
20775,3.73,eng,256,407,14
20781,4.05,eng,80,108,10
20794,4.06,eng,48,43,21
20800,4.06,eng,183,111,7
20807,3.93,eng,432,161,16
20809,4.14,eng,320,6876,197
20810,3.76,eng,416,124,20
20812,3.75,eng,128,47,4
20813,4.13,eng,166,13,0
20833,3.5,eng,320,36,8
20848,3.91,eng,130,290,23
20862,3.8,eng,372,2560,30
20865,4.17,eng,192,136,1
20867,3.86,eng,384,3488,29
20868,3.89,eng,400,1267,24
20869,3.95,eng,182,452,1
20873,3.67,eng,277,1118,54
20876,3.78,eng,256,522,18
20879,4.22,eng,304,744,9
20891,4.1,eng,500,220,14
20895,4.06,eng,352,7,1
20913,4.75,eng,256,4,0
20928,3.38,eng,270,13,0
20929,3.45,eng,309,229,33
20930,3.58,eng,320,51,6
20932,3.62,eng,315,21,3
20934,3.38,eng,320,63,7
20935,3.36,eng,306,35,6
20941,3.86,eng,546,2141,167
20942,4.02,eng,745,3001,182
20944,3.76,eng,305,288,40
20949,4.15,eng,811,10014,232
20954,5.0,eng,372,2,0
20957,5.0,eng,512,1,0
20962,2.75,eng,24,4,1
20971,4.02,eng,1,338,12
20972,4.27,eng,288,5738,129
21004,4.17,eng,212,18,1
21010,4.13,eng,317,2566,160
21012,4.04,eng,368,1302,52
21016,4.11,eng,184,231,17
21029,4.17,eng,688,7888,119
21031,4.32,eng,310,25063,1031
21032,4.39,eng,544,3689,103
21059,3.91,eng,609,2169,54
21060,4.19,eng,471,22971,896
21062,4.02,eng,650,4685,264
21063,4.3,eng,366,3875,97
21070,3.98,eng,496,747,87
21071,4.17,eng,672,900,80
21073,4.06,eng,720,1783,86
21075,3.99,eng,825,90,12
21089,4.16,eng,104,782,51
21091,4.14,eng,95,536,65
21093,4.26,eng,63,77,5
21107,2.0,eng,32,1,1
21114,3.91,eng,346,574,33
21116,4.09,eng,384,66,10
21119,4.15,eng,162,4114,153
21121,3.91,eng,416,2040,88
21122,3.88,eng,592,227,14
21125,4.01,eng,560,235,16
21126,4.15,fre,786,192,17
21143,3.85,eng,192,91,9
21151,3.76,eng,352,306,29
21152,3.84,eng,264,476,48
21173,4.25,eng,136,4,0
21179,3.85,eng,76,17,3
21182,4.14,eng,96,1487,77
21187,3.9,eng,261,1618,65
21188,3.69,eng,230,1969,193
21191,3.94,eng,420,302,29
21194,3.53,eng,198,55,11
21199,3.79,eng,256,70,2
21200,4.48,eng,465,64,3
21214,4.0,eng,252,9,1
21220,4.03,eng,301,460,47
21223,3.83,eng,494,23,3
21230,4.4,eng,192,430,44
21242,3.94,eng,352,1123,36
21245,3.72,eng,432,1386,54
21248,4.5,eng,128,1,0
21266,4.24,eng,808,3569,70
21276,4.07,eng,286,2735,162
21277,3.79,eng,268,8447,631
21278,4.04,eng,240,4797,431
21280,3.21,eng,160,105,8
21282,3.97,eng,384,2594,243
21283,4.12,eng,364,1506,101
21284,3.6,eng,387,861,114
21290,3.92,eng,309,461,41
21294,3.97,eng,626,168,16
21295,3.77,eng,528,317,31
21315,4.25,eng,40,8134,292
21318,3.7,eng,146,2762,228
21320,3.7,eng,184,1474,58
21321,4.1,eng,344,272,9
21322,4.14,eng,140,13759,538
21323,4.18,eng,784,19670,13
21324,4.27,eng,160,18799,568
21325,4.29,eng,231,26055,785
21327,4.09,eng,143,15575,547
21328,4.28,eng,190,21472,637
21329,4.13,eng,190,32814,906
21330,4.19,eng,166,20703,611
21332,3.75,eng,132,350,31
21341,3.58,eng,128,4372,271
21342,4.03,eng,40,0,0
21348,4.05,eng,306,97136,947
21352,3.76,eng,0,46,12
21353,3.97,eng,11,106,32
21362,4.08,eng,12,23534,390
21365,4.03,eng,0,29,3
21370,3.82,eng,9,115,24
21402,3.82,eng,0,7,1
21425,4.02,eng,7,76,9
21426,4.04,eng,5,28,4
21430,3.99,eng,8,101,13
21437,4.0,eng,460,49,5
21484,4.37,eng,896,47239,1251
21489,3.73,eng,340,2104,220
21491,4.06,eng,368,4227,126
21493,3.72,eng,352,840,113
21494,3.52,eng,291,567,38
21495,3.94,eng,368,2180,66
21498,3.83,eng,416,936,45
21505,3.76,eng,307,605,26
21508,3.8,eng,416,680,43
21527,3.86,eng,10,825,49
21530,3.85,eng,11,15,6
21534,4.18,eng,13,126,26
21535,4.18,eng,9,106,20
21536,4.1,eng,12,209,54
21538,4.13,eng,12,198,28
21539,4.12,eng,11,174,35
21543,4.2,eng,15,115,33
21544,4.16,eng,12,132,28
21545,3.6,eng,1,5,2
21550,3.82,eng,0,57,11
21553,3.87,eng,0,24,3
21557,3.89,eng,0,2,0
21581,4.1,eng,4,13,2
21608,3.7,eng,278,6572,660
21609,3.68,eng,270,342,35
21613,3.7,eng,332,336,13
21615,3.09,eng,278,690,71
21618,3.74,eng,351,16338,422
21621,3.73,eng,352,193,12
21624,3.56,eng,323,97,2
21626,3.82,eng,288,60,11
21629,3.69,eng,227,485,8
21638,3.94,eng,200,102,15
21665,3.55,eng,0,3,0
21673,4.18,eng,401,44,3
21682,3.38,eng,240,2907,261
21683,4.09,eng,375,16329,619
21685,3.95,eng,282,29089,1523
21703,3.58,eng,1,0,0
21704,3.75,eng,348,70771,1815
21705,3.84,eng,448,635,57
21710,3.39,eng,234,12,1
21712,3.5,eng,292,50,4
21717,4.13,eng,393,42325,2011
21718,4.09,eng,418,53996,2171
21719,4.09,eng,436,25675,1096
21720,4.19,eng,404,19136,979
21721,4.08,eng,422,25119,900
21722,4.12,eng,549,21130,708
21723,3.48,eng,384,22,4
21725,3.48,eng,384,1322,88
21735,4.16,eng,14,178,35
21739,4.09,eng,15,4,0
21742,4.09,eng,3,16,3
21743,4.05,eng,3,124,27
21745,4.15,eng,14,64395,1617
21746,4.16,eng,14,4,0
21747,4.21,eng,12,138,26
21749,4.18,eng,13,53,15
21751,4.16,eng,6,10,3
21752,4.09,eng,14,7,1
21753,4.01,eng,5,40,14
21756,4.09,eng,14,3,1
21758,4.16,eng,14,3,2
21759,4.09,eng,14,11,1
21763,4.09,eng,14,18,4
21764,4.16,eng,14,1,0
21765,4.13,eng,360,497,58
21766,3.69,eng,224,70,8
21767,3.44,eng,272,1612,100
21768,3.47,eng,337,20,6
21773,3.44,eng,323,17,4
21776,3.81,eng,128,1339,136
21779,4.1,eng,448,291,35
21782,3.37,eng,244,242,17
21783,3.19,eng,399,258,14
21784,4.29,eng,504,17,1
21799,3.67,eng,306,129,14
21803,4.26,spa,480,39,7
21806,3.67,eng,768,753,59
21819,3.94,eng,363,90,11
21823,4.26,eng,283,460,73
21829,3.66,eng,388,4513,515
21830,3.58,eng,448,1152,76
21832,4.1,eng,448,2564,64
21836,3.6,eng,368,1760,190
21837,4.16,eng,448,2646,68
21838,4.14,eng,416,5422,163
21841,3.94,eng,401,2222,80
21845,3.78,eng,512,1118,46
21848,3.55,fre,510,3,1
21862,3.99,fre,539,9,2
21874,4.25,eng,6,16,1
21895,4.25,eng,13,48,19
21906,4.25,eng,6,39,9
21928,4.26,eng,0,11,1
21930,4.13,eng,4,17,0
21931,4.01,eng,0,1,0
21932,4.13,eng,0,3,0
21933,4.27,eng,0,15,1
21934,4.05,eng,0,1,1
21947,4.17,ger,400,16,2
21969,4.13,eng,0,112,16
21972,4.02,eng,473,152,41
21974,3.93,eng,0,41,9
21980,3.8,eng,12,79,18
21991,3.44,eng,0,16,2
22017,3.97,eng,336,35,1
22026,3.97,eng,416,16557,502
22027,3.35,eng,288,1554,54
22028,3.71,eng,369,12374,330
22035,3.72,eng,544,5197,215
22036,4.37,eng,448,180,17
22037,3.83,eng,304,3232,222
22060,3.66,eng,294,168,14
22061,3.55,eng,96,76,5
22063,3.67,eng,320,1029,53
22065,3.72,eng,272,209,35
22067,3.93,eng,201,673,68
22068,3.77,eng,288,457,18
22070,3.65,eng,272,151,29
22072,3.71,eng,256,196,38
22076,3.45,eng,356,53587,1330
22082,4.02,eng,400,27,5
22095,3.53,eng,213,94,10
22114,3.86,fre,342,16,3
22120,3.69,eng,232,361,39
22121,4.02,eng,320,4545,477
22123,3.4,eng,211,34,3
22126,4.12,eng,768,1126,50
22127,3.78,eng,272,1086,89
22133,4.18,eng,336,198,6
22135,4.15,eng,380,4053,123
22141,3.81,spa,318,24,3
22146,3.94,eng,406,599,16
22148,3.74,eng,336,341,12
22155,4.22,eng,272,7838,681
22160,4.26,eng,0,214,49
22163,4.09,eng,294,5588,942
22166,3.29,eng,111,115,22
22175,4.03,eng,208,6952,422
22176,4.03,spa,192,3205,195
22186,3.59,eng,192,7948,135
22192,3.55,eng,240,16452,412
22193,3.71,eng,224,17875,204
22195,3.51,eng,336,1976,297
22196,3.96,eng,248,131,19
22197,3.74,eng,204,49,10
22198,4.12,eng,320,323,37
22199,3.6,eng,416,2164,139
22200,4.01,eng,308,37360,799
22201,4.24,eng,393,5130,163
22202,4.09,eng,416,9151,269
22207,3.98,eng,330,18419,1371
22208,4.03,eng,32,1315,197
22209,4.14,eng,296,8359,319
22219,3.65,eng,88,23,3
22221,3.86,eng,150,3834,134
22225,3.89,eng,192,634,32
22226,3.74,eng,192,224,20
22227,3.95,eng,256,506,22
22229,3.79,eng,384,2103,84
22230,3.76,eng,186,1969,252
22233,3.82,eng,274,713,110
22235,4.86,eng,210,5,0
22237,3.72,eng,262,5977,620
22238,3.64,eng,268,1615,145
22239,4.05,eng,288,966,108
22242,3.66,spa,496,18,1
22265,3.63,eng,224,925,112
22268,3.3,eng,320,56,9
22277,4.11,msa,784,28,6
22278,4.11,eng,452,57,8
22283,3.92,eng,289,49307,1637
22284,3.61,eng,262,65139,2120
22286,3.39,eng,297,6015,327
22287,3.7,eng,293,1557,115
22289,3.51,eng,176,8460,415
22292,3.59,eng,14,57,23
22293,3.57,eng,233,213,15
22296,3.59,eng,416,173,15
22297,3.92,fre,365,14,0
22298,3.59,spa,442,116,13
22302,3.57,spa,253,11,1
22304,3.79,eng,291,9882,338
22306,3.83,eng,152,807,40
22307,4.34,eng,176,256,22
22311,3.67,eng,279,361,32
22312,3.5,eng,282,8283,202
22321,3.91,eng,339,13020,316
22322,3.69,eng,371,16342,1258
22323,4.06,eng,224,30566,585
22325,3.8,eng,308,17632,388
22326,3.85,eng,304,18228,358
22331,3.77,eng,208,104,19
22332,3.77,eng,258,62,4
22338,4.03,eng,64,284,31
22339,4.22,eng,95,12377,198
22344,3.83,eng,46,1706,171
22345,4.06,eng,120,2113,54
22347,3.95,eng,224,8822,372
22348,3.44,eng,80,688,40
22350,3.41,eng,144,693,44
22351,4.06,eng,144,7602,135
22354,3.79,eng,224,2046,98
22355,4.08,eng,192,5447,235
22356,3.75,eng,320,3907,266
22360,4.27,eng,203,1363,52
22362,3.98,eng,93,3714,96
22363,3.79,eng,128,4294,123
22364,3.97,eng,96,5165,143
22366,3.48,eng,240,429,57
22373,3.57,eng,55,1269,66
22374,4.1,eng,216,51984,1469
22380,3.97,spa,96,7,2
22390,4.15,eng,256,2322,77
22392,3.75,eng,112,1797,55
22394,4.2,eng,288,3346,83
22398,4.21,eng,232,4084,86
22399,3.84,eng,160,2311,347
22401,4.17,eng,104,3882,74
22406,4.24,eng,224,3852,63
22408,3.73,eng,100,62,7
22409,4.19,eng,240,4270,67
22414,3.74,eng,282,609,90
22417,4.34,eng,208,15496,281
22418,4.41,eng,144,13360,193
22420,4.41,eng,144,11372,146
22421,4.39,eng,133,13331,146
22423,4.47,eng,140,9963,90
22424,4.51,eng,144,10308,184
22425,4.44,eng,144,10331,90
22426,4.32,eng,144,12633,88
22431,3.75,eng,249,1791,146
22434,4.11,eng,592,340,22
22436,4.32,eng,200,26,2
22438,4.11,eng,16,19,5
22443,3.84,eng,343,157,5
22445,3.64,eng,312,58,3
22448,3.87,eng,399,1010,34
22459,3.98,eng,134,33,3
22460,3.73,eng,272,71,5
22461,3.98,eng,576,805,75
22463,3.98,eng,703,78431,1355
22470,3.9,eng,240,5729,209
22472,3.82,eng,73,9975,210
22473,4.01,eng,573,520,30
22474,4.28,eng,674,77,11
22478,4.25,eng,491,3473,426
22482,3.96,eng,256,25,1
22483,3.98,eng,592,823,37
22485,4.02,eng,176,173,17
22486,3.97,eng,416,158,10
22489,4.54,eng,363,129,6
22493,4.05,eng,368,151,13
22495,3.86,eng,352,79,11
22499,3.47,eng,320,317,41
22508,3.65,eng,256,226,31
22514,3.63,eng,288,157,14
22515,3.77,eng,254,126,23
22538,3.69,eng,448,617,72
22539,3.72,eng,270,5298,468
22541,4.17,eng,352,86,4
22542,4.02,eng,318,305,27
22543,4.1,eng,384,9837,552
22547,4.23,eng,282,54,5
22549,4.28,eng,686,362,40
22550,3.96,eng,231,2309,230
22553,3.87,eng,175,911,42
22554,4.11,eng,224,247,24
22557,3.79,eng,512,291,38
22559,3.55,eng,160,576,73
22562,3.63,eng,384,580,21
22575,4.42,eng,80,2663,141
22576,3.76,eng,458,791,95
22580,3.29,eng,301,698,104
22583,4.19,eng,380,456,40
22584,3.91,eng,204,26767,1075
22586,3.46,eng,188,1878,142
22591,4.22,eng,450,622,33
22595,3.52,eng,165,1561,97
22602,4.21,eng,212,454,11
22616,4.01,eng,224,1002,27
22618,3.89,eng,215,247,9
22620,3.32,eng,176,165,25
22623,3.84,eng,96,4190,147
22624,3.92,eng,253,1590,140
22626,3.94,eng,426,932,70
22632,4.08,eng,58,26252,344
22633,3.39,eng,384,52,8
22649,3.72,eng,368,37153,822
22656,3.65,eng,450,683,66
22669,3.7,eng,0,0,0
22677,3.76,eng,272,51,6
22680,3.92,eng,440,20178,590
22681,3.81,eng,448,609,82
22686,3.7,eng,389,29112,651
22687,3.78,eng,391,299,7
22690,4.11,eng,299,560,33
22691,3.64,eng,213,77,6
22697,3.52,eng,272,58,6
22715,4.36,eng,206,5862,55
22718,3.81,ger,560,59,0
22724,3.79,spa,648,169,9
22725,3.69,fre,593,11,4
22726,3.81,spa,592,34,5
22727,3.52,eng,304,401,43
22733,3.95,spa,595,204,21
22736,3.4,ger,332,11,2
22739,3.81,fre,608,6,0
22741,3.95,fre,563,7,1
22743,3.95,spa,594,7,0
22745,3.75,ger,477,16,1
22763,3.7,eng,314,61,6
22774,3.68,eng,312,4756,84
22784,4.26,jpn,192,16,0
22786,4.27,jpn,192,15,0
22789,4.26,jpn,192,11,1
22799,4.29,jpn,192,12,1
22801,4.29,jpn,192,15,0
22802,4.25,jpn,192,13,1
22803,4.28,jpn,192,11,1
22804,4.25,jpn,192,13,0
22805,4.25,jpn,192,14,1
22807,4.3,jpn,192,13,1
22816,4.28,jpn,192,15,0
22817,4.27,jpn,192,41,3
22820,4.28,jpn,192,12,1
22821,3.97,eng,216,32,1
22822,4.04,eng,200,27,0
22826,4.08,spa,416,38,0
22831,4.11,eng,208,72,4
22834,4.06,jpn,176,0,0
22835,4.11,eng,200,1102,19
22861,3.54,eng,174,406,31
22867,4.02,eng,672,11246,148
22868,3.98,eng,479,174,3
22871,4.15,eng,617,4544,69
22874,3.99,eng,480,5020,101
22875,3.98,eng,496,15389,109
22877,4.08,eng,518,5460,89
22883,3.83,eng,192,494,40
22885,3.5,eng,80,2,0
22888,3.89,eng,215,17,1
22889,3.64,eng,264,6754,744
22892,3.84,eng,182,2646,247
22893,3.88,eng,166,5653,800
22898,3.83,eng,352,11910,965
22904,4.35,eng,486,20028,381
22911,3.75,eng,336,17981,522
22912,4.35,eng,566,445,30
22913,4.17,eng,136,1287,45
22914,4.46,eng,462,3132,103
22915,4.3,eng,680,4420,165
22916,4.3,eng,762,877,55
22931,3.62,eng,295,1421,68
22932,3.83,eng,183,3515,339
22944,3.41,eng,399,1,0
22945,3.74,eng,368,35,0
22947,3.72,eng,341,29,1
22948,3.87,eng,352,63,2
22950,3.98,eng,372,159,6
22951,3.99,eng,400,68,1
22966,4.22,eng,448,532,23
22967,4.21,eng,384,637,24
22969,4.14,eng,288,48,3
22991,3.84,eng,160,885,32
22994,4.43,eng,432,189,14
23000,3.61,eng,352,379,33
23001,3.72,eng,329,2155,191
23002,3.82,eng,352,742,49
23003,4.04,eng,534,1178,48
23007,4.25,eng,631,1836,245
23009,4.17,eng,744,244,11
23010,3.87,eng,352,543,45
23011,3.97,eng,354,515,76
23013,3.77,eng,355,710,54
23017,3.77,eng,384,293,17
23022,3.62,eng,178,815,58
23023,3.32,eng,242,412,36
23032,3.39,eng,528,23,4
23036,3.96,eng,401,71,5
23037,3.39,eng,208,1071,49
23042,3.7,eng,288,545,16
23045,3.58,eng,205,46,3
23046,3.73,eng,284,384,25
23056,4.1,eng,220,3209,41
23057,3.97,eng,119,75,5
23060,3.54,eng,351,228,10
23061,3.95,eng,320,93,3
23063,4.02,eng,80,19,1
23065,3.85,eng,229,110,12
23066,3.85,eng,248,3532,153
23080,4.12,fre,755,745,49
23114,3.36,glg,741,36,2
23158,3.82,eng,320,228,12
23183,4.04,eng,96,2180,224
23186,3.78,spa,32,4,1
23194,4.1,eng,304,679,53
23201,3.13,eng,288,1411,182
23202,3.81,eng,271,7966,960
23203,3.13,eng,224,10,2
23204,3.41,eng,304,4308,542
23206,3.72,eng,176,152,16
23217,3.83,eng,344,27424,1038
23218,4.17,eng,268,11056,366
23219,3.69,eng,309,60787,1693
23221,3.55,eng,288,19363,876
23222,3.67,eng,96,9517,219
23224,4.17,eng,316,30471,671
23226,3.7,eng,357,12470,441
23227,3.49,eng,215,3089,281
23229,3.63,eng,240,223,23
23232,3.93,eng,210,14625,1190
23233,4.11,eng,170,1435,65
23235,3.76,eng,288,41,0
23236,3.62,eng,352,534,33
23237,3.62,eng,352,651,34
23238,3.57,eng,391,244,27
23239,3.89,eng,292,2368,162
23240,3.7,eng,369,410,20
23242,3.59,eng,256,901,73
23243,3.67,eng,338,385,16
23244,3.64,eng,320,4811,585
23249,3.8,eng,243,679,69
23257,4.07,eng,352,359,18
23260,4.06,eng,288,24,4
23261,4.14,eng,240,518,45
23265,4.4,eng,424,5,0
23276,5.0,eng,350,1,0
23290,3.85,eng,369,789,51
23292,3.85,eng,492,331,32
23293,3.85,eng,8,53,11
23297,3.4,eng,80,5,2
23300,3.93,eng,239,3099,241
23303,3.87,eng,176,432,44
23307,3.89,eng,208,445,40
23310,4.04,eng,563,22,2
23314,4.07,eng,238,38,8
23315,3.82,eng,346,12,0
23316,3.79,eng,248,15191,838
23318,4.61,eng,296,186,11
23319,4.51,eng,407,461,29
23322,4.38,eng,432,752,37
23331,3.5,eng,270,26,1
23336,3.58,eng,176,18,2
23352,3.68,eng,208,479,57
23377,4.15,eng,14,434,28
23378,3.53,eng,32,154,26
23391,3.81,eng,280,1045,26
23392,3.68,eng,256,722,65
23393,3.87,eng,352,1366,33
23398,3.4,eng,336,2,0
23404,4.2,eng,144,3208,306
23410,4.23,eng,16,58,10
23418,3.86,eng,280,7101,540
23419,4.01,eng,265,13499,812
23420,3.76,eng,208,10270,877
23421,3.56,eng,258,828,46
23423,4.01,eng,272,763,70
23425,3.91,eng,306,7957,535
23426,3.98,eng,194,11297,853
23438,3.74,eng,336,2141,303
23439,4.09,ger,317,38,1
23453,4.12,eng,361,424,20
23454,4.12,eng,358,35536,401
23460,3.54,eng,336,170,11
23461,3.57,eng,224,646,35
23468,4.02,eng,240,543,50
23475,3.69,eng,289,424,53
23479,3.63,spa,110,35,5
23491,4.35,eng,258,14,2
23492,3.92,eng,187,2055,172
23503,3.25,eng,346,3565,451
23504,4.44,eng,96,266,8
23506,4.59,eng,192,7655,129
23512,3.99,eng,2,128,4
23515,3.84,eng,318,285,27
23516,3.89,eng,343,113,10
23517,3.88,eng,499,159,8
23518,4.04,eng,277,5247,234
23520,4.24,eng,256,1598,46
23521,4.0,eng,330,1747,192
23522,4.0,eng,497,35634,1552
23524,4.33,eng,320,1994,37
23525,4.11,eng,365,1107,33
23526,4.12,eng,272,249,44
23533,3.7,eng,296,582,43
23545,4.02,eng,184,39,6
23547,4.02,eng,227,1827,116
23548,4.19,eng,112,95,13
23549,3.96,eng,140,1132,181
23552,5.0,eng,56,2,1
23558,4.2,eng,512,416,30
23563,3.87,eng,228,82,9
23573,4.26,eng,123,40,6
23576,3.86,eng,386,7469,201
23577,3.81,eng,421,25235,723
23581,3.37,eng,96,56,11
23582,3.89,eng,0,18,0
23584,3.82,eng,352,359,35
23588,4.14,eng,224,8140,32
23591,3.97,eng,313,2681,225
23596,3.93,eng,528,1130,42
23598,4.51,eng,1002,40,2
23600,4.01,eng,496,2572,41
23603,4.08,eng,178,3242,162
23608,4.05,eng,256,467,31
23617,3.87,eng,116,8775,413
23625,4.25,eng,484,51,3
23627,3.97,eng,455,97,10
23637,3.62,eng,264,16,2
23640,4.02,eng,304,2067,17
23643,3.54,fre,217,89,2
23653,4.27,eng,289,559,55
23685,4.14,eng,182,863,33
23686,4.15,eng,304,29058,309
23689,4.1,eng,208,752,13
23692,4.08,eng,182,782,13
23693,4.13,eng,184,1392,39
23697,4.05,eng,208,92,3
23700,3.77,eng,288,1859,231
23703,4.36,eng,208,257,11
23704,4.3,eng,240,245,6
23706,4.27,eng,323,250,3
23707,4.22,eng,208,300,5
23708,4.19,eng,208,291,4
23709,4.28,eng,232,252,4
23710,4.19,eng,232,272,4
23717,3.88,eng,192,69,1
23720,4.59,eng,134,1956,38
23721,4.62,eng,159,1776,33
23722,4.61,eng,151,1904,28
23724,4.61,eng,223,1716,79
23734,4.59,fre,144,29,2
23740,4.56,fre,144,32,3
23751,3.81,eng,283,416,34
23753,4.65,eng,612,15640,512
23756,4.29,eng,627,3574,198
23757,4.24,eng,478,155,5
23758,4.24,eng,654,844,41
23777,3.94,eng,394,17,1
23784,4.18,eng,406,102,16
23788,4.01,eng,674,97,10
23790,4.35,eng,384,2633,105
23791,4.33,eng,400,6988,173
23793,4.25,eng,1011,1991,65
23796,3.88,eng,498,49,6
23797,4.18,eng,608,31,5
23799,4.12,eng,304,2,0
23801,3.95,eng,320,4560,85
23802,3.95,eng,304,37,1
23809,4.48,eng,534,293,9
23811,4.27,eng,96,510,14
23814,3.8,eng,264,34623,1168
23816,4.09,eng,48,117,24
23818,3.91,eng,80,50,19
23824,4.13,eng,726,145,31
23827,4.17,eng,608,143,28
23832,3.93,eng,272,47,13
23835,4.05,eng,182,2,1
23837,3.6,eng,175,8,1
23840,3.62,eng,324,386,34
23841,3.36,eng,340,971,101
23843,3.45,eng,370,229,23
23845,3.75,eng,360,409,32
23846,3.49,eng,359,385,29
23847,3.79,eng,118,99,12
23848,3.76,eng,370,1034,78
23849,3.36,eng,360,583,71
23856,3.97,eng,611,8132,589
23859,3.81,eng,213,429,71
23870,4.13,eng,463,6,2
23875,3.75,spa,104,19205,711
23876,3.98,eng,160,35045,1116
23877,3.85,spa,336,1444,80
23882,3.74,spa,192,3303,116
23884,3.68,eng,248,11939,389
23886,3.9,spa,160,21,1
23887,3.85,eng,255,12336,492
23894,4.07,spa,512,52,7
23895,3.91,spa,430,54,1
23900,3.78,spa,172,2095,121
23903,3.78,por,134,43,2
23913,4.24,eng,48,7163,245
23917,4.06,eng,632,79,10
23919,4.38,eng,821,183869,1226
23920,4.38,eng,864,1864,110
23925,4.02,eng,288,412,37
23926,4.17,eng,128,198,11
23928,4.33,eng,320,8,0
23929,4.13,eng,656,804,21
23930,3.6,eng,193,2977,124
23931,3.67,eng,192,2541,70
